User's manual r01uh0980ej0120-rl78g16; Version 1.00; March 13, 2024
RegisterName,RegisterBookmark,RegisterTableCaption,NumberOfAppearance,ModuleInformation,SearchKey
STPR01,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
IICPR011,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
CSIPR011,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
SRPR01,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
SREPR01,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PR01,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,,,
IICPR020,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
CSIPR020,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
STPR02,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
SRPR02,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
SREPR02,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
TMPR003H,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
IICAPR00,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
TMPR002,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
TMPR003,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
ADPR0,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PR01L,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,,,
PR01H,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,,,
RTCPR0,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
RTITPR0,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
ITPR0,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
TMPR004,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
TMPR005,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
TMPR006,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
TMPR007,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PPR06,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PR10,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,,,
WDTIPR1,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PPR10,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PPR11,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PPR12,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PPR13,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PPR14,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PPR15,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
IICPR100,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
CSIPR100,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
STPR10,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PR10L,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,,,
PR10H,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,,,
SRPR10,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
SREPR10,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
TMPR101H,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
TMPR100,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
TMPR101,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
STPR11,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
IICPR111,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
SRPR11,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
CSIPR111,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
SREPR11,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PR11,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,,,
CSIPR120,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
STPR12,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
IICPR120,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
SRPR12,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
SREPR12,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
TMPR103H,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
IICAPR10,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
TMPR102,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
TMPR103,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
ADPR1,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PR11L,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,,,
PR11H,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,,,
RTCPR1,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
RTITPR1,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
ITPR1,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
TMPR104,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
TMPR105,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
TMPR106,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
TMPR107,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
PPR16,"16.3.3 Priority specification flag registers (PR00L, PR00H, PR01L, PR01H, PR02L, PR10L, PR10H, PR11L, PR11H, PR12L)",Figure16-4.FormatofPrioritySpecificationFlagRegisters,1,,XXPR1X
